sentence,entities,positive_negative
RT @SteveScalise: RT if you’ve had enough of Democrats always putting their partisan demands over American workers and families in need.,democrats,-1
This lawsuit is an abuse of power by Democrats who fear the support of the @NRA and all Americans who support the Second Amendment.   https://t.co/5CDGlwfWnq,democrats,-1
"RT @HouseGOP: Despite police officers finding themselves under attack in cities across the country, Democrats STILL refuse to rebuke far-le…",democrats,-1
RT @GOPLeader: Why won't Nancy Pelosi let us vote on legislation to hold China accountable?  Because the Democrats would rather blame Ameri…,democrats,-1
Democrats think this is peaceful protest. . . https://t.co/LXBDt2vobi,democrats,-1
RT @GOPLeader: America’s children are falling behind.   Now is the time for Democrats to come to the table to find a way to safely re-open…,democrats,-1
"RT @GOPLeader: Democrats want to  → Deface,  → Destroy, and  → Dismantle our country.  Republicans want to  → Renew,  → Restore, and  → Reb…",democrats,-1
RT @DanCrenshawTX: Why do most experts disagree with you? Why does the American Academy of Pediatrics disagree with you?   Democrats don’t…,democrats,-1
"RT @PressSec: We must RESPECT our police officers, NOT DEFUND them, as the Democrats demand.   The safety of our streets depends on it! htt…",democrats,-1
RT @DonaldJTrumpJr: Truly disgusting! This will come to your home town if you let the Democrats and their radicle agenda win in November.…,democrats,-1
"RT @HouseGOP: “The tragedy could have resulted in the most effective police reform in years...  But this week Democrats in the U.S. Senate,…",democrats,-1
RT @GOPLeader: Democrats just blocked police reform.  They would rather keep the radical left mob stirred up and angry than lift a finger t…,democrats,-1
RT @GOPLeader: The Democrats’ $3 trillion dollar wishlist mentioned the word “cannabis” more times than it did “jobs.”  It was a pot bill.…,democrats,-1
"Today we will vote on a bill that @SpeakerPelosi claims helps American workers. Instead, the bill uses the word 'cannabis' more times than the word 'jobs'.  Just another example of how Democrats prioritize their liberal policies over helping American workers.",democrats,-1
"Instead of trying to 'squeeze' Republicans by demanding billions of dollars on liberal fantasies that don't address the crisis, Democrats could actually support policies that help the millions of Americans hurting as a result of this pandemic. https://t.co/g49GMHFfP4",democrats,-1
"RT @realDonaldTrump: I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats, together with…",democrats,-1
Texas had more applicants for the Paycheck Protection Program than any other state.  This is good news for the millions of small businesses that were hurt by Democrats refusing to fund the program two weeks ago. https://t.co/NglaEvmPGj,democrats,-1
RT @GOPLeader: Democrats don't seem to understand that it is better for someone to keep a job than for them to have to go to the unemployme…,democrats,-1
"RT @GOPLeader: Thanks to Democrats, this is now the message small business owners will see when they try to apply for help through the Payc…",democrats,-1
"RT @RepDanCrenshaw: This is happening again. The media can cover for Democrats all they want, but the truth is clear as day: Democrats are…",democrats,-1
RT @HouseGOP: Democrats would rather play political games than help Americans who need it.  The #PaycheckProtectionProgram is a life raft f…,democrats,-1
RT @AndrewPollackFL: Democrats just introduced a measure to give coronavirus relief checks to illegal aliens.  If I went to a Central Ameri…,democrats,-1
RT @realDonaldTrump: Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to w…,democrats,-1
"RT @HouseGOP: Last night, Democrats bucked bipartisan negotiations and chose to put partisan politics over delivering critical and immediat…",democrats,-1
RT @LindseyGrahamSC: Democrats see the emergency stimulus bill as an opportunity to do things they could not do otherwise.    Republicans s…,democrats,-1
5/11  Democrats are using this emergency legislation to force adoption of some of their most controversial and ideologically driven priorities.  Here is what they want for  the release of the American families and economy that they are holding hostage:,democrats,-1
1/11 DEMOCRATS HOLD LIFESAVING AID HOSTAGE TO PUSH THEIR GREEN NEW DEAL AGENDA Pelosi and Dems continue to block consideration of legislation that would provide crucial emergency relief to Americans who are suffering from the Coronavirus pandemic and economic crisis.,democrats,-1
"relief to American businesses and workers, including low-income and hourly employees who need help NOW.  Pelosi and her socialist Democrats are holding this bill up so they can force dangerous policies like the Green New Deal into the legislation.",democrats,-1
"@SpeakerPelosi and @HouseDemocrats disgraceful delays are exploiting the Coronavirus outbreak to push through a hyper-partisan socialist agenda, while Americans are hurting and begging Congress to act.  Democrats have now TWICE delayed passage of critical",democrats,-1
RT @DonaldJTrumpJr: Democrats are playing politics with peoples lives and livelihoods all because they don't want Trump to get a bipartisan…,democrats,-1
"It is absolutely disgraceful that Democrats are blocking the much needed aid package and hurting everyday Americans.  Republicans voted in favor of Pelosi's bill last week because we recognized the urgency of this crisis, D's should do the same!",democrats,-1
"2/2 launched dozens of rockets against one of our bases killing 2 American soldiers and a British soldier. Fortunately for hardworking American families, @realDonaldTrump leads, protects, and defends our country against its enemies while the Democrats try to fight him.  #USA",democrats,-1
Another disturbing yet predictable move by the Democrats.  House Republicans always allowed Democrats to offer motions to recommit when we were in the majority. https://t.co/43Pf0czXFo,democrats,-1
RT @HouseGOP: The Democrats’ radical agenda is intent on stripping freedom and choice from the American people and giving 𝘮𝘰𝘳𝘦 power to the…,democrats,-1
Disappointed that Democrats would not support passage of the Republicans #BornAlive legislation.  This is common-sense legislation that should not be controversial.  Thank you @RepAnnWagner for your leadership on this issue.,democrats,-1
RT @HouseGOP: 🚨House Democrats just voted down Republicans’ #BornAlive bill that would give life-saving medical care to babies.  Protecting…,democrats,-1
RT @RepDanCrenshaw: There are Democrats outright lying about the President’s response to coronavirus. Bloomberg is actually running ads tha…,democrats,-1
".@realDonaldTrump already has to deal with complete opposition from Democrats in Congress, he should not have deal with that as well from the Supreme Court.  Justices need to be impartial, and if they can't be, they should recuse themselves. https://t.co/nqNho49W5v",democrats,-1
"@CMarshall1271 Yes, the Democrats are the majority in the House and decide what gets voted on.  They have decided not to do a budget, so it won't get voted on.  I agree, it is not great.  https://t.co/Z3R3dAXwEb",democrats,-1
@CMarshall1271 Come back and talk to me when step 2 happens.  It won't under the Democrats in the House.,democrats,-1
"This may be difficult for Schumer and Democrats to understand, given their blind hatred of .@realDonaldTrump but the President is and should be allowed to have a staff that he can trust, especially when it comes to foreign policy.   https://t.co/4LJXGDrsoT",democrats,-1
"RT @realDonaldTrump: Another win just in. Nervous Nancy Pelosi and the Democrats in Congress sued me, thrown out. This one unanimous, in th…",democrats,-1
"Yesterday, the Senate reached the same conclusion as House Republicans, no obstruction of Congress, no abuse of power.  Impeachment happened because of Democrats hatred of @realDonaldTrump.  Maybe now we can actually get back to doing the people's business.",democrats,-1
"For the eight years Republicans were in the majority, we always respected the rights of Democrats to amend legislation.  It took Speaker Pelosi only one year to break her word. https://t.co/lEG2Yo5R4X",democrats,-1
RT @HouseGOP: Democrats now will openly admit it...  Even their own members acknowledge that they rammed impeachment through the House at a…,democrats,-1
